personne,s,v,e,date,Jerk_rot,Reduced_state,Neck_local_var,Jerk_pos,Hip_local_var,transition,Hip_roll,Right_hand,Neck_roll,Left_foot,Y,X,Roll_correl,Left_hand,Afford_count,Right_foot
P27,S1,V4,E3,03042014,4.791555796766467e+17,[0. 4. 4. ... 0. 0. 0.],[0.01444566 0.01458625 0.01473175 ... 0.00096856 0.00097856 0.00098725],2.919667214631108e+16,[0.00505886 0.00498969 0.00492199 ... 0.01341917 0.01340171 0.0133855 ],"[[ 0.  4. 25. 23. 28.]
 [ 7.  0. 22.  0.  0.]
 [23. 25.  0.  0.  0.]
 [23.  0.  0.  0.  4.]
 [27.  0.  1.  4.  0.]]","[-0.18871772 -0.19255449 -0.19590601 ...  0.70310276  0.70588223
  0.70887632]",[0. 0. 0. ... 0. 0. 0.],"[-0.09572879 -0.09369838 -0.09301222 ...  0.3352881   0.33167562
  0.32810849]",[1. 1. 1. ... 0. 0. 0.],"[ 18.00000648  17.999944    17.99685369 ... 985.02463391 985.07934224
 985.14438602]","[ 1.45319381e-05  3.21847430e-05 -3.50661438e-05 ...  2.95795383e+02
  2.95892066e+02  2.95972115e+02]","[-0.05072875 -0.05916013 -0.06756982 ...  0.93059469  0.93019333
  0.93001449]",[0. 0. 0. ... 0. 0. 0.],[0. 1. 1. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
P13,S2,V4,E2,31032014,1.0817738234406964e+16,[0. 4. 4. ... 4. 4. 4.],[0.01468479 0.01468152 0.0146789  ... 0.0341357  0.03394105 0.033747  ],718977574780471.1,[0.0198115  0.01980528 0.01980525 ... 0.0219977  0.0219381  0.02187388],"[[ 0.  3.  9. 14.  4.]
 [ 0.  0. 21.  0.  0.]
 [12. 18.  0.  0.  0.]
 [14.  0.  0.  0.  0.]
 [ 3.  0.  0.  0.  0.]]",[0.92261366 0.93340022 0.94406985 ... 0.3781037  0.37972092 0.37914145],[0. 0. 0. ... 1. 1. 1.],"[ 0.30568941  0.30935628  0.30905995 ... -0.04198516 -0.04555368
 -0.04982764]",[1. 1. 1. ... 0. 0. 0.],"[ 34.99999668  35.00012612  35.00155077 ... 898.59136944 898.95744123
 899.30058145]","[ 45.00003299  45.00003591  44.99994151 ... 287.58820622 287.57635516
 287.56196198]",[0.49635784 0.4959409  0.49556842 ... 0.42617616 0.4144052  0.40233476],[0. 0. 0. ... 0. 0. 0.],[0. 1. 1. ... 2. 2. 2.],[0. 0. 0. ... 1. 1. 1.]
P15,S2,V2,E2,24032014,1.4922407844815254e+16,[1. 1. 1. ... 0. 0. 0.],[0.06384622 0.06394158 0.06403595 ... 0.00170486 0.0016797  0.00165532],813935189282804.6,[0.08594802 0.08581361 0.08569028 ... 0.00076907 0.00076942 0.0007698 ],"[[ 0.  5.  6. 12. 11.]
 [ 1.  0. 21.  0.  0.]
 [11. 16.  0.  0.  0.]
 [11.  0.  0.  0.  2.]
 [12.  0.  0.  1.  0.]]","[ 0.02223488  0.01561345  0.00941545 ... -0.25618832 -0.25600316
 -0.25512981]",[0. 0. 0. ... 0. 0. 0.],"[-0.41126433 -0.41671864 -0.42285674 ... -0.38641584 -0.38375918
 -0.38058029]",[0. 0. 0. ... 0. 0. 0.],"[ 27.00001458  27.00006265  26.9999498  ... 917.97158088 917.95022379
 917.92041269]","[  2.99999624   2.99993329   2.99843721 ... 258.34025725 258.45937606
 258.58180279]",[0.76637582 0.76822887 0.77010104 ... 0.63626961 0.64280122 0.64922438],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
P12,S2,V2,E1,04042014,1331088698139434.2,[0. 4. 4. ... 4. 4. 4.],[0.09324492 0.09334306 0.09343781 ... 0.02288397 0.02284574 0.02280521],175451518691553.1,[0.04390001 0.04393064 0.04396348 ... 0.13499257 0.13457441 0.13414349],"[[ 0.  2.  5.  4.  1.]
 [ 1.  0. 19.  0.  0.]
 [ 5. 18.  0.  0.  1.]
 [ 4.  0.  0.  0.  0.]
 [ 1.  0.  0.  0.  0.]]","[-0.89131954 -0.89842135 -0.90508324 ...  0.35717524  0.35548936
  0.355442  ]",[0. 0. 0. ... 1. 1. 1.],"[-0.49457611 -0.49451546 -0.49453452 ... -0.12344567 -0.12273827
 -0.12281154]",[1. 1. 1. ... 0. 0. 0.],"[ 32.0000106   31.99999394  31.99831958 ... 886.96512615 887.20876544
 887.47356375]","[  2.00001647   2.00018106   2.0031998  ... 278.01252727 278.02377372
 278.0508885 ]",[0.41581587 0.41442746 0.41302197 ... 0.81192563 0.81145671 0.81096409],[0. 0. 0. ... 1. 1. 1.],[0. 1. 1. ... 3. 3. 3.],[0. 0. 0. ... 1. 1. 1.]
P13,S2,V2,E1,31032014,6591474091731089.0,[0. 4. 4. ... 4. 4. 4.],[0.02118941 0.02130374 0.02141945 ... 0.02644148 0.02642854 0.0264167 ],326231461756428.44,[0.02576927 0.02577247 0.02577353 ... 0.00165131 0.00163379 0.00161642],"[[ 0.  2. 12. 11. 17.]
 [ 1.  0. 10.  0.  0.]
 [13.  9.  0.  0.  0.]
 [12.  0.  0.  0.  0.]
 [15.  0.  0.  1.  0.]]","[-0.73837037 -0.7454877  -0.75176855 ...  0.22450271  0.22359018
  0.22245486]",[0. 0. 0. ... 0. 0. 0.],"[-0.40332179 -0.4055864  -0.40831867 ...  0.66009074  0.66156344
  0.66327816]",[1. 1. 1. ... 0. 0. 0.],"[ 21.0000274   21.00007549  20.99992561 ... 906.99985935 906.99996558
 907.00000786]","[ -3.00001111  -2.99997839  -3.00000948 ... 290.99997205 291.00000976
 291.00002424]",[0.71422282 0.7102137  0.70617952 ... 0.70364143 0.70295468 0.70223972],[0. 0. 0. ... 1. 1. 1.],[0. 1. 1. ... 1. 1. 1.],[0. 0. 0. ... 0. 0. 0.]
P00,S1,V1,E1,27032014,1789883322848192.2,[0. 4. 4. ... 4. 4. 4.],[0.03592348 0.03556559 0.03520542 ... 0.02562095 0.02585307 0.02608107],116236860786170.84,[0.10379644 0.10345026 0.10311867 ... 0.02527933 0.02564896 0.02601905],"[[ 0.  4. 12. 13. 18.]
 [ 2.  0. 10.  0.  0.]
 [14.  8.  0.  0.  0.]
 [13.  0.  0.  0.  0.]
 [17.  0.  0.  0.  0.]]","[ 0.46169613  0.45319898  0.44445674 ... -0.48682287 -0.48469574
 -0.48276698]",[1. 1. 1. ... 0. 0. 0.],"[ 0.51595443  0.51714332  0.51540462 ... -0.27686053 -0.27357188
 -0.26961926]",[0. 0. 0. ... 0. 0. 0.],"[-22.99998734 -22.99984825 -22.99846943 ... 933.4253739  933.47800317
 933.49623084]","[ -7.0000066   -7.00005281  -7.00162629 ... 248.12021631 248.24911105
 248.37921126]",[0.78861702 0.78803903 0.787524   ... 0.72239687 0.72569945 0.72889264],[0. 0. 0. ... 0. 0. 0.],[0. 1. 1. ... 1. 1. 1.],[0. 0. 0. ... 1. 1. 1.]
P05,S1,V2,E2,26032014,3035122171330453.0,[0. 0. 0. ... 4. 4. 4.],[0.02325111 0.02337962 0.02350739 ... 0.03748149 0.03737473 0.03726653],227092739755755.78,[0.00731649 0.00735169 0.0073872  ... 0.10004755 0.09978521 0.09951443],"[[ 0.  0. 19. 14. 21.]
 [ 1.  0. 12.  0.  0.]
 [18. 13.  0.  0.  0.]
 [15.  0.  0.  0.  2.]
 [19.  0.  0.  3.  0.]]","[ 0.07634284  0.07843379  0.08022333 ... -0.06549184 -0.07162863
 -0.07892696]",[0. 0. 0. ... 1. 1. 1.],"[ 0.06269329  0.06429465  0.06557033 ... -0.24788678 -0.25335534
 -0.25882792]",[0. 0. 0. ... 0. 0. 0.],"[ -5.9999974   -6.00013967  -6.00470313 ... 896.68481467 897.67467108
 898.65977187]","[-16.00000114 -16.00005459 -16.00155608 ... 261.72431059 261.49665578
 261.28275807]",[0.73590219 0.7373727  0.73884312 ... 0.90994002 0.90930756 0.90865665],[0. 0. 0. ... 1. 1. 1.],[0. 0. 0. ... 2. 2. 2.],[0. 0. 0. ... 0. 0. 0.]
P07,S1,V1,E1,04042014,4340659851026044.0,[0. 0. 0. ... 4. 4. 4.],[0.01515755 0.01511756 0.0150774  ... 0.20498638 0.20458656 0.20417625],171702171874921.1,[0.07825605 0.08078612 0.08335299 ... 0.1202116  0.11925305 0.11828957],"[[ 0.  3.  8. 10. 13.]
 [ 0.  0. 10.  0.  0.]
 [11.  6.  0.  0.  1.]
 [ 9.  0.  0.  0.  2.]
 [13.  1.  0.  1.  0.]]","[ 0.5519012   0.55080036  0.5496347  ... -0.8420607  -0.83854246
 -0.83553626]",[0. 0. 0. ... 0. 0. 0.],"[-0.19540416 -0.19467791 -0.19469544 ... -0.88216709 -0.88045549
 -0.87910986]",[0. 0. 0. ... 1. 1. 1.],"[-37.99997189 -37.99993277 -38.00007135 ... 894.10505557 894.14923719
 894.20451046]","[ 69.00002287  69.00008728  69.0014692  ... 278.98814776 278.98364617
 278.98150631]","[ 0.51258084  0.51275345  0.51308364 ... -0.10489186 -0.10050771
 -0.09606338]",[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 2. 2. 2.],[0. 0. 0. ... 1. 1. 1.]
P06,S1,V2,E2,27032014,357714759231094.1,[0. 4. 4. ... 4. 4. 4.],[0.01489914 0.01498435 0.01506742 ... 0.02511419 0.02514646 0.02517753],19358412625955.9,[0.05748086 0.05754272 0.05760735 ... 0.02957804 0.02958204 0.0295841 ],"[[ 0.  3.  7.  7. 13.]
 [ 0.  0. 12.  0.  0.]
 [ 9.  9.  0.  0.  1.]
 [ 8.  0.  0.  0.  1.]
 [12.  0.  0.  2.  0.]]","[-0.10677898 -0.10617217 -0.10549171 ... -0.48509355 -0.47963965
 -0.47342853]",[1. 1. 1. ... 0. 0. 0.],"[-0.1820549  -0.18209355 -0.1815602  ... -0.31971361 -0.31810704
 -0.31615846]",[0. 0. 0. ... 0. 0. 0.],"[ 25.00002446  25.00006349  24.99993773 ... 925.13311111 925.093909
 925.05682764]","[-19.00001245 -18.99998569 -19.00000389 ... 239.07448845 239.62797671
 240.18113124]",[0.82645492 0.82621066 0.8260372  ... 0.74292214 0.74290566 0.74285559],[0. 0. 0. ... 0. 0. 0.],[0. 1. 1. ... 1. 1. 1.],[0. 0. 0. ... 1. 1. 1.]
P04,S1,V2,E2,26032014,802599187101073.1,[2. 4. 4. ... 4. 4. 4.],[0.02450607 0.02462194 0.02473566 ... 0.0165613  0.01656146 0.01656173],50602563084174.79,[0.02515897 0.02513194 0.02510097 ... 0.03310999 0.0330657  0.03303007],"[[ 0.  1.  8.  8.  4.]
 [ 0.  0. 14.  0.  0.]
 [10. 13.  0.  0.  1.]
 [ 8.  0.  0.  0.  0.]
 [ 3.  0.  1.  0.  0.]]",[0.10661182 0.11408823 0.12178119 ... 0.19971296 0.19588041 0.192929  ],[1. 1. 1. ... 0. 0. 0.],"[ 0.34246051  0.34777561  0.35505486 ... -0.07661275 -0.07723934
 -0.07719564]",[0. 0. 0. ... 0. 0. 0.],"[-39.9999752  -39.99993935 -40.00007572 ... 900.47048993 901.03926734
 901.58750405]","[-45.00000433 -44.99998931 -44.99999638 ... 280.04033674 280.07869241
 280.09954998]",[0.75956227 0.75831887 0.75706728 ... 0.89663597 0.89700371 0.89734885],[3. 3. 3. ... 1. 1. 1.],[1. 1. 1. ... 2. 2. 2.],[0. 0. 0. ... 1. 1. 1.]
P27,S1,V3,E4,03042014,3.3713030389982016e+17,[2. 4. 4. ... 4. 4. 4.],[0.00586057 0.00586429 0.00586758 ... 0.03158087 0.03152492 0.03145687],1.910520820273684e+16,[0.01394966 0.01428682 0.01463289 ... 0.06720906 0.06713265 0.06706142],"[[ 0.  8. 19. 17. 15.]
 [ 0.  0. 18.  0.  0.]
 [26. 10.  0.  0.  2.]
 [18.  0.  0.  0.  4.]
 [15.  0.  0.  5.  0.]]","[ 0.04046197  0.05809772  0.07664145 ... -0.181807   -0.18017921
 -0.17889072]",[0. 0. 0. ... 1. 1. 1.],"[ 0.1475626   0.14699286  0.14789089 ... -0.41221089 -0.40176408
 -0.38848878]",[1. 1. 1. ... 1. 1. 1.],"[ 11.00001206  11.00014565  11.00146437 ... 964.4313412  964.50473352
 964.55528351]","[ 10.00001514  10.00010301  10.00149683 ... 287.34662338 287.16800098
 287.00634691]",[0.21775171 0.20692098 0.19599347 ... 0.57569691 0.57484387 0.57386549],[0. 0. 0. ... 1. 1. 1.],[0. 1. 1. ... 3. 3. 3.],[0. 0. 0. ... 0. 0. 0.]
P17,S2,V4,E3,04042014,9607113901203340.0,[0. 0. 0. ... 4. 4. 4.],[0.02226124 0.02229287 0.02232285 ... 0.0389176  0.03890896 0.038903  ],598328545020014.9,[0.03859244 0.03907994 0.03956617 ... 0.03306932 0.03325293 0.03342309],"[[ 0.  8. 14. 14. 23.]
 [ 2.  0. 15.  0.  0.]
 [20.  9.  0.  0.  0.]
 [14.  0.  0.  0.  0.]
 [22.  0.  0.  0.  0.]]","[-0.64644265 -0.65104145 -0.65488103 ... -0.78895701 -0.79966362
 -0.81095335]",[0. 0. 0. ... 0. 0. 0.],"[-0.27818517 -0.28103615 -0.28353583 ... -0.51681869 -0.51733236
 -0.51905122]",[0. 0. 0. ... 1. 1. 1.],"[ 21.00000489  21.00004061  20.99997218 ... 676.21971283 676.11832454
 676.03359759]","[  2.99999849   3.0000736    3.00149493 ... 265.40086963 265.19833538
 264.99245655]","[ 0.68588105  0.68676656  0.68764061 ... -0.53440446 -0.53856508
 -0.54260429]",[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 2. 2. 2.],[0. 0. 0. ... 1. 1. 1.]
P11,S1,V2,E2,21032014,1386133357996179.2,[0. 0. 0. ... 4. 4. 4.],[0.04828504 0.04768603 0.04709764 ... 0.02071423 0.02107943 0.02146288],65904939924097.92,[0.09606067 0.09491174 0.09376621 ... 0.12268794 0.12329784 0.12394405],"[[ 0.  2.  8.  8.  2.]
 [ 1.  0. 15.  0.  0.]
 [ 8. 14.  0.  0.  1.]
 [ 8.  0.  0.  0.  0.]
 [ 2.  0.  0.  0.  0.]]","[ 8.77584913e-01  8.75005449e-01  8.72413909e-01 ... -1.75523792e-02
  7.01979995e-04  1.74846079e-02]",[0. 0. 0. ... 0. 0. 0.],[0.59739046 0.59134256 0.58545446 ... 0.07484854 0.08553752 0.09584744],[0. 0. 0. ... 1. 1. 1.],"[-24.99997752 -24.99993373 -25.00006297 ... 949.39111506 950.1828772
 950.94141673]","[ 30.00001076  30.00002836  29.99997147 ... 281.27601731 281.17305029
 281.08219735]",[0.7326088  0.72907533 0.72548588 ... 0.9128377  0.91196221 0.91110981],[0. 0. 0. ... 1. 1. 1.],[0. 0. 0. ... 2. 2. 2.],[0. 0. 0. ... 0. 0. 0.]
P23,S1,V4,E3,31032014,4813786844217137.0,[0. 0. 0. ... 4. 4. 4.],[0.0099267  0.00992718 0.00992791 ... 0.0198631  0.01985122 0.0198399 ],552642044108135.7,[0.00782368 0.00773825 0.00765383 ... 0.01945281 0.02036202 0.02127804],"[[ 0.  1.  7.  9.  2.]
 [ 1.  0. 22.  0.  0.]
 [ 7. 22.  0.  0.  0.]
 [ 9.  0.  0.  0.  0.]
 [ 1.  0.  0.  0.  0.]]","[ 0.04241725  0.04335226  0.04375034 ... -0.33801091 -0.34272306
 -0.34669848]",[0. 0. 0. ... 0. 0. 0.],[0.1806255  0.19029842 0.19973415 ... 0.00577562 0.01543378 0.02090969],[0. 0. 0. ... 0. 0. 0.],"[  6.00004494   6.000047     5.9999359  ... 912.28706723 912.48456292
 912.66819814]","[-27.99997652 -27.99985299 -27.99682892 ... 269.24938594 269.47203166
 269.71669468]","[-0.29017126 -0.29232428 -0.29404442 ...  0.34207657  0.329756
  0.31726884]",[0. 0. 0. ... 1. 1. 1.],[0. 0. 0. ... 2. 2. 2.],[0. 0. 0. ... 1. 1. 1.]
P26,S1,V2,E2,31032014,2811466209925244.0,[0. 4. 4. ... 4. 4. 4.],[0.02754709 0.02756111 0.0275727  ... 0.03643136 0.03628101 0.03612676],151973731944374.47,[0.09784807 0.09740934 0.09697868 ... 0.01509811 0.01501658 0.01493322],"[[ 0.  3. 12. 10. 13.]
 [ 0.  0.  7.  0.  0.]
 [16.  4.  0.  0.  0.]
 [ 9.  0.  0.  0.  2.]
 [12.  0.  1.  1.  0.]]","[ 0.60756114  0.60193991  0.59654125 ... -0.06267691 -0.06781851
 -0.07355346]",[1. 1. 1. ... 0. 0. 0.],[0.02871033 0.03208322 0.03427266 ... 0.30456506 0.30095282 0.29746748],[0. 0. 0. ... 0. 0. 0.],"[-56.00004502 -56.00004338 -56.00304968 ... 916.01254645 916.21931306
 916.42501992]","[ 14.99997212  14.99996401  14.99848366 ... 286.89581507 286.53787225
 286.17700814]","[ 0.81390631  0.81428845  0.81461375 ... -0.01815555 -0.0132681
 -0.00827042]",[0. 0. 0. ... 0. 0. 0.],[0. 1. 1. ... 1. 1. 1.],[0. 0. 0. ... 1. 1. 1.]
P32,S1,V4,E4,14042014,1.6841181322756016e+16,[0. 0. 0. ... 4. 4. 4.],[0.02002809 0.02001746 0.02000916 ... 0.07304183 0.0732676  0.07348915],1162163332793685.5,[0.01764988 0.01759365 0.01753118 ... 0.04331463 0.04286868 0.04242528],"[[ 0. 10. 10. 13. 34.]
 [ 4.  0. 17.  0.  0.]
 [16. 11.  0.  0.  0.]
 [13.  0.  0.  0.  1.]
 [33.  0.  0.  1.  0.]]","[-0.75123405 -0.74589751 -0.74059969 ... -1.2712207  -1.26061649
 -1.24912957]",[0. 0. 0. ... 0. 0. 0.],"[-0.06444907 -0.06249751 -0.06087007 ... -0.88351639 -0.88053746
 -0.87749147]",[0. 0. 0. ... 1. 1. 1.],"[  3.99996641   3.99988579   3.99686202 ... 571.47138538 571.4579191
 571.47873217]","[ -6.00002026  -5.99997116  -6.00002858 ... 269.46567203 269.85964741
 270.23984311]","[-0.02618425 -0.02488781 -0.023611   ... -0.42528894 -0.42025959
 -0.4149035 ]",[0. 0. 0. ... 1. 1. 1.],[0. 0. 0. ... 3. 3. 3.],[0. 0. 0. ... 1. 1. 1.]
P10,S1,V2,E2,02042014,940436049240586.0,[0. 0. 0. ... 4. 4. 4.],[0.01846213 0.01835279 0.0182395  ... 0.00095651 0.00095254 0.00095099],40128465460966.54,[0.11754108 0.1171858  0.11683973 ... 0.00325995 0.00325143 0.00324307],"[[ 0.  3.  4.  8.  6.]
 [ 1.  0. 18.  0.  0.]
 [ 6. 16.  0.  0.  0.]
 [ 8.  0.  0.  0.  0.]
 [ 5.  0.  0.  0.  0.]]",[0.69644697 0.69241416 0.68854073 ... 0.35959879 0.36090098 0.36210077],[0. 0. 0. ... 0. 0. 0.],[0.28890292 0.29282007 0.29594203 ... 0.25193551 0.25436097 0.25695042],[0. 0. 0. ... 0. 0. 0.],"[ 17.00004888  17.00000206  16.99834969 ... 983.03341118 983.11979307
 983.21643548]","[ 36.00000241  36.00000386  36.00001067 ... 278.97662867 278.95013578
 278.91249207]",[0.73475215 0.73294213 0.73108917 ... 0.94371084 0.94359848 0.94324056],[0. 0. 0. ... 1. 1. 1.],[0. 0. 0. ... 1. 1. 1.],[0. 0. 0. ... 0. 0. 0.]
P04,S1,V3,E4,26032014,2545256852955371.5,[0. 4. 4. ... 4. 4. 4.],[0.02373556 0.02369606 0.02365999 ... 0.01186659 0.01172778 0.01159175],157743976042479.84,[0.05949489 0.05945538 0.05941201 ... 0.02411897 0.02412131 0.02412178],"[[ 0.  8.  9.  7. 18.]
 [ 1.  0. 10.  0.  0.]
 [16.  3.  0.  0.  0.]
 [10.  0.  0.  0.  1.]
 [14.  0.  0.  4.  0.]]",[0.31916972 0.32402866 0.32927489 ... 0.29105816 0.28930621 0.28744142],[1. 1. 1. ... 1. 1. 1.],[0.48527242 0.48194768 0.47601135 ... 0.0725477  0.07074594 0.06914657],[0. 0. 3. ... 0. 0. 0.],"[-40.99997991 -40.999883   -40.99842951 ... 900.0907708  900.59833997
 901.04913587]","[-33.00001161 -32.99999026 -33.00000349 ... 278.50353905 278.26466353
 278.06813883]",[0.78296034 0.78139324 0.77976566 ... 0.66424316 0.66340417 0.66251698],[1. 1. 1. ... 1. 1. 1.],[0. 2. 2. ... 3. 3. 3.],[0. 0. 0. ... 1. 1. 1.]
P21,S2,V4,E3,11042014,4531341546227.7295,[0. 0. 0. ... 4. 4. 4.],[0.01134069 0.01142595 0.01151661 ... 0.09118468 0.0915243  0.09185675],493186808577.5251,[0.01954358 0.01940367 0.01926159 ... 0.36378887 0.36457556 0.36536783],"[[0. 3. 4. 5. 6.]
 [3. 0. 4. 0. 0.]
 [4. 4. 0. 0. 0.]
 [6. 0. 0. 0. 0.]
 [4. 0. 0. 1. 0.]]","[-0.83747472 -0.83920275 -0.8416866  ...  0.36891582  0.37863267
  0.38702488]",[0. 0. 0. ... 1. 1. 1.],"[-0.29770455 -0.29946054 -0.30080495 ...  0.50169057  0.50168845
  0.50157896]",[0. 0. 0. ... 1. 1. 1.],"[-3.00000248 -2.99992453 -2.9983455  ... 36.11118924 36.09433031
 36.07250167]","[-13.0000043  -12.99989273 -12.99838812 ... 239.11503618 239.07945902
 239.04437451]",[0.62741396 0.62572526 0.62396206 ... 0.88601797 0.88636301 0.88670429],[0. 0. 0. ... 1. 1. 1.],[0. 0. 0. ... 4. 4. 4.],[0. 0. 0. ... 1. 1. 1.]
P05,S1,V3,E3,26032014,2114760399649605.0,[2. 4. 4. ... 4. 4. 4.],[0.01197669 0.01197514 0.01197423 ... 0.01900273 0.01901546 0.01902356],135191495645244.61,[0.01160704 0.0116188  0.01162794 ... 0.05246049 0.05206374 0.05166852],"[[ 0.  3. 11. 10.  4.]
 [ 2.  0. 10.  0.  0.]
 [12.  9.  0.  0.  2.]
 [ 9.  0.  0.  0.  1.]
 [ 5.  0.  1.  0.  0.]]","[-0.14066734 -0.13633576 -0.13018289 ...  0.04729635  0.03680906
  0.027192  ]",[0. 0. 0. ... 1. 1. 1.],[0.06056515 0.06398602 0.06757712 ... 0.27624819 0.27398472 0.27129345],[1. 1. 1. ... 1. 1. 1.],"[  7.00003753   7.00007335   6.99991608 ... 897.5747123  897.96866523
 898.24970005]","[  8.99999305   9.00001949   8.99997186 ... 286.55727606 286.28404874
 286.00226759]",[0.52980818 0.53192724 0.53404119 ... 0.7367007  0.73268646 0.7285338 ],[0. 0. 0. ... 1. 1. 1.],[0. 1. 1. ... 4. 4. 4.],[0. 0. 0. ... 1. 1. 1.]
P30,S1,V2,E2,07042014,3492700783990450.5,[0. 4. 4. ... 4. 4. 4.],[0.02084179 0.02062814 0.02042083 ... 0.0157713  0.0157794  0.01578677],321064076537336.1,[0.0647821  0.0645327  0.06428645 ... 0.08461383 0.08583294 0.08703942],"[[ 0.  2.  8.  6. 11.]
 [ 0.  0.  4.  0.  0.]
 [10.  2.  0.  0.  0.]
 [ 6.  0.  0.  0.  5.]
 [10.  0.  0.  5.  0.]]","[-0.84460821 -0.84405131 -0.84430957 ...  0.45640432  0.45394639
  0.45159655]",[0. 0. 0. ... 0. 0. 0.],"[-0.44620172 -0.44474626 -0.44178046 ... -0.14316742 -0.14829983
 -0.15366027]",[1. 1. 1. ... 1. 1. 1.],"[ 18.00003042  18.00007395  17.9999223  ... 871.58619449 871.46425893
 871.34321983]","[  1.00000855   1.00015064   1.00297206 ... 294.54615329 294.83697938
 295.12701687]",[0.76996069 0.76908844 0.76820348 ... 0.52334216 0.52276961 0.52200758],[0. 0. 0. ... 1. 1. 1.],[0. 1. 1. ... 2. 2. 2.],[0. 0. 0. ... 0. 0. 0.]
P07,S1,V4,E4,04042014,2907177750083092.5,[0. 4. 4. ... 4. 4. 4.],[0.31407939 0.3133611  0.31261096 ... 0.12299894 0.12367065 0.12431761],113680512010154.28,[0.38208756 0.37886    0.37563589 ... 0.32630132 0.32502817 0.32379708],"[[ 0.  5.  3.  5.  3.]
 [ 1.  0. 19.  0.  0.]
 [ 7. 15.  0.  0.  1.]
 [ 5.  0.  0.  0.  0.]
 [ 2.  0.  1.  0.  0.]]","[-0.83780968 -0.82942412 -0.82240823 ... -0.52987392 -0.53395633
 -0.53980801]",[0. 0. 0. ... 0. 0. 0.],"[-0.57875682 -0.58600278 -0.59354412 ... -1.1043663  -1.0964314
 -1.08687182]",[1. 1. 1. ... 1. 1. 1.],"[  1.99998931   2.00005883   1.99998248 ... 898.12532439 898.46706537
 898.79889597]","[  4.99999817   5.00002404   4.99997612 ... 297.44543772 297.11523212
 296.77971363]",[0.92241517 0.92272413 0.92300361 ... 0.29979602 0.30726921 0.3146819 ],[1. 1. 1. ... 0. 0. 0.],[0. 3. 3. ... 1. 1. 1.],[1. 1. 1. ... 0. 0. 0.]
P14,S2,V4,E2,02042014,494494882838834.5,[0. 0. 0. ... 0. 0. 0.],[0.05719892 0.05770022 0.05820317 ... 0.01562821 0.01544893 0.01527589],42400624171068.22,[0.04753644 0.0473962  0.04724888 ... 0.11768018 0.11699833 0.11630923],"[[ 0.  3. 10. 13. 21.]
 [ 3.  0. 25.  0.  0.]
 [10. 25.  0.  0.  0.]
 [13.  0.  0.  0.  0.]
 [21.  0.  0.  0.  0.]]","[ 0.14168562  0.14429927  0.14658326 ... -1.10299087 -1.10366698
 -1.10540706]",[0. 0. 0. ... 0. 0. 0.],"[-0.05018437 -0.0521835  -0.05448276 ... -0.48211586 -0.48679472
 -0.49078322]",[0. 0. 0. ... 0. 0. 0.],"[ 11.00004439  11.00005372  10.9999268  ... 475.84183701 475.8562552
 475.88062936]","[-23.99998857 -23.99998248 -24.0000245  ... 221.02449357 221.35803313
 221.74681331]","[-0.91801766 -0.91542565 -0.91268968 ...  0.84937847  0.84853138
  0.84765905]",[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
P27,S1,V2,E2,03042014,1.6366820934858592e+17,[0. 4. 4. ... 4. 4. 4.],[0.04652003 0.04656816 0.04661627 ... 0.01197352 0.01207812 0.01218394],8397824590572743.0,[0.00675228 0.00674865 0.0067454  ... 0.04683747 0.04686797 0.04688921],"[[ 0.  6. 13.  9. 47.]
 [ 2.  0.  7.  0.  0.]
 [17.  3.  0.  0.  0.]
 [12.  0.  0.  0.  3.]
 [43.  0.  0.  6.  0.]]","[ 0.03136688  0.03371244  0.03547802 ... -0.61225733 -0.60560107
 -0.59910208]",[1. 1. 1. ... 1. 1. 1.],"[ 0.19590411  0.19767859  0.20036853 ... -0.21784668 -0.2197815
 -0.21942001]",[0. 0. 0. ... 1. 1. 1.],"[  2.00003641   2.00006925   1.99993187 ... 977.31507889 977.71985922
 978.12076405]","[  8.00002033   8.00001865   7.99996434 ... 271.26993169 271.64344142
 272.00139594]",[0.61821248 0.61825799 0.61830005 ... 0.02070111 0.02529933 0.02972251],[0. 0. 0. ... 1. 1. 1.],[0. 1. 1. ... 3. 3. 3.],[0. 0. 0. ... 0. 0. 0.]
